step	is_bug	state	point
1.0	0.0	LONG_WALK	[0.7290752853009305, 0.9134355796492725, 0.22367634766521138, 0.9051334193616165, 0.8490407520798405, 0.09852682454748019, 0.3834240506005877, 0.9730418912978307, 0.3760190165196834, 0.5985739479240814]
2.0	0.0	LONG_WALK	[0.797063605271348, 0.5719376513871341, 0.5377519172065522, 0.1858420235489201, 0.23775871401437354, 0.2756280537361727, 0.99173162448127, 0.011843833969087059, 0.15467520653048938, 0.43872442195564243]
3.0	0.0	LONG_WALK	[0.9513481440422213, 0.7439128499495661, 0.09584134453404891, 0.8154838127684166, 0.49985182565804487, 0.7365334758355283, 0.6899621243667867, 0.19889936331485147, 0.7067969733117594, 0.9055756534668419]
4.0	0.0	LONG_WALK	[0.4519009748873041, 0.9600140679222796, 0.40076258197916015, 0.4015012806525482, 0.24466664572553287, 0.6178647129978959, 0.39778685883962606, 0.2706752880732767, 0.1873235458280763, 0.32832964312620305]
5.0	0.0	LONG_WALK	[0.3950169251602965, 0.44509934762331005, 0.6644297100690579, 0.8514789079407079, 0.3983059198144031, 0.9842136302624741, 0.2581716951656092, 0.7477519906648269, 0.05924526915765316, 0.1108414058875723]
6.0	0.0	LONG_WALK	[0.00547061058417031, 0.24841521374283704, 0.12890502866591758, 0.35723762269279213, 0.5745960998951909, 0.5683472852907788, 0.032634009675962306, 0.3988176918455094, 0.3331972675550652, 0.7224676402894692]
7.0	0.0	LONG_WALK	[0.07989153612394706, 0.9929265605671659, 0.2926006542497903, 0.64514243151614, 0.3772485797435591, 0.4334001577234813, 0.21308392205925797, 0.1514542099052677, 0.1792879782927046, 0.05360720436738342]
8.0	0.0	LONG_WALK	[0.3117744430192275, 0.38345600284277925, 0.498535678902049, 0.33447686256639975, 0.936419753182919, 0.2106504763062792, 0.49200724792252115, 0.19445119140936618, 0.3479151205019827, 0.5127333933964311]
9.0	0.0	LONG_WALK	[0.8173344832390261, 0.5417055789270965, 0.8401447696074612, 0.5047691349618154, 0.6895603963680451, 0.058448514322666734, 0.16304035780851978, 0.9326611622251075, 0.8459096065680749, 0.8666292876231022]
10.0	0.0	LONG_WALK	[0.22683120412139568, 0.191289648286478, 0.7537304213032032, 0.3824350486056388, 0.17658143698696838, 0.7569079327052832, 0.7020035720892785, 0.8127613947992139, 0.09610207595553844, 0.3655320811743622]
11.0	0.0	LONG_WALK	[0.5467353171691899, 0.30002966150406807, 0.09909304488632387, 0.21010525293018778, 0.5987816737742516, 0.008833585330063176, 0.2420422527655346, 0.9627081807199, 0.6317732658428258, 0.3478494844372211]
12.0	0.0	LONG_WALK	[0.995640313165148, 0.9435538659022538, 0.0476157496439501, 0.8639496394726675, 0.5625624475035748, 0.9545412531177715, 0.849397558870803, 0.41877410948087557, 0.9136952586296485, 0.3732156963990274]
13.0	0.0	LONG_WALK	[0.8876937920831935, 0.2015852561120669, 0.6739739067389069, 0.009618050767004727, 0.8156455787820147, 0.679257354527919, 0.469470965748118, 0.7678073069466562, 0.3333408204160756, 0.7216275737281834]
14.0	0.0	LONG_WALK	[0.4089796776487562, 0.869630970719818, 0.3977568316247332, 0.9838551353488675, 0.5015846468012725, 0.6048324628344993, 0.12020270812314482, 0.5945650405667899, 0.2841667504524794, 0.03939420363857349]
15.0	0.0	LONG_WALK	[0.05722652318802224, 0.42809298546535723, 0.08635392479809689, 0.009316759748281278, 0.7658160533929863, 0.29587973883718577, 0.48055356508448177, 0.7553685815999028, 0.7386430748549387, 0.63101983445144]
16.0	0.0	LONG_WALK	[0.30516382352876237, 0.9768963612105891, 0.6488044308103835, 0.27815490074083404, 0.8157224779069014, 0.27348829741884206, 0.2787202195408579, 0.9262256094533233, 0.08122604384090026, 0.6378598999573375]
17.0	0.0	LONG_WALK	[0.46778215360644293, 0.4410013613289395, 0.6640096898454187, 0.019561250405423558, 0.09273232441176915, 0.4508091179548791, 0.06021289833810883, 0.03499933425711932, 0.8457954805781772, 0.16456149234125006]
18.0	0.0	LONG_WALK	[0.7091681573014073, 0.9717017900997947, 0.518159375921923, 0.45233815164798263, 0.29813828191352154, 0.5106836919625573, 0.6510277232206366, 0.6730875800499542, 0.4210996303283304, 0.1728576409277509]
19.0	0.0	LONG_WALK	[0.18461540310686442, 0.04946090619616783, 0.9963142916684157, 0.25880786821094015, 0.582563939976909, 0.3745590549817722, 0.13889099804451432, 0.3163413157406454, 0.905848757466177, 0.43648008242713054]
20.0	0.0	LONG_WALK	[0.3870422228885765, 0.2181102851006601, 0.023746522856101127, 0.8662732020706666, 0.11109155431646256, 0.5534545273097778, 0.04884710953113747, 0.11576203544107899, 0.9834181938025292, 0.12897871844269282]
