step	is_bug	state	point
1.0	0.0	LONG_WALK	[0.5513864624291612, 0.9430719261969136, 0.7668831153678434, 0.026952698451003898, 0.03302297317944036]
2.0	0.0	LONG_WALK	[0.2968337843050508, 0.08920520432668622, 0.7364443651940763, 0.6583751218337061, 0.8522749585585628]
3.0	0.0	LONG_WALK	[0.7435801045189634, 0.14297501203406404, 0.8828514660683493, 0.4165951726589696, 0.6583234434297062]
4.0	0.0	LONG_WALK	[0.27763516491570384, 0.6267769900189828, 0.21395298564174592, 0.6373353023037688, 0.9893526177071181]
5.0	0.0	LONG_WALK	[0.8479476402608918, 0.6483256543703521, 0.9893290993821091, 0.77300711663884, 0.1039372931640844]
6.0	0.0	LONG_WALK	[0.45959364662055024, 0.24497509055272726, 0.5055697403913476, 0.4870492108460289, 0.17150090196993717]
7.0	0.0	LONG_WALK	[0.45320005016532705, 0.47405753063901546, 0.5666869708433417, 0.7229299849521006, 0.10745500200181624]
8.0	0.0	LONG_WALK	[0.4135138516451293, 0.8560650406266768, 0.6484888843274118, 0.9693466387217392, 0.12957706893704446]
9.0	0.0	LONG_WALK	[0.04193805268171846, 0.7013007295078624, 0.6447912128122009, 0.04143491155430801, 0.05573939548378726]
10.0	0.0	LONG_WALK	[0.6987436331935774, 0.7686974880921091, 0.4503490616254795, 0.6157031762829784, 0.8227857303042553]
11.0	0.0	LONG_WALK	[0.45752306498103057, 0.09542066900947432, 0.03640014625774557, 0.30357997219490185, 0.16589374850378158]
12.0	0.0	LONG_WALK	[0.560683318388583, 0.6124763197321174, 0.06121063702240592, 0.8549958527917924, 0.3783516671637791]
13.0	0.0	LONG_WALK	[0.42039616818924963, 0.21212930227755278, 0.742026273995668, 0.8180884522938066, 0.5134577426069532]
14.0	0.0	LONG_WALK	[0.8296997996171505, 0.175886687789791, 0.07138540260238735, 0.21495270737241035, 0.7315139300211516]
15.0	0.0	LONG_WALK	[0.4352562183945107, 0.16112537666783544, 0.24614938637647865, 0.595086512190144, 0.5826618274078333]
16.0	0.0	LONG_WALK	[0.23060884648674262, 0.827457424338724, 0.7833497355960254, 0.9644456934015361, 0.44069695426679634]
17.0	0.0	LONG_WALK	[0.23408582579217652, 0.7443066106458707, 0.6373277250728434, 0.8430401573008603, 0.6597175182561446]
18.0	0.0	LONG_WALK	[0.045386328204156, 0.9093058832369034, 0.4674442213416995, 0.2096177190811197, 0.12645111539387988]
19.0	0.0	LONG_WALK	[0.5513351467399745, 0.16291171026542306, 0.27509128924147586, 0.5370171597078246, 0.023224173390255287]
20.0	0.0	LONG_WALK	[0.34137179750964164, 0.030686288589417576, 0.42355681373999576, 0.8979763084686767, 0.8835385342435698]
